score_threshold,AP50,precision,recall,mean_matched_iou,mean_inference_ms,num_predictions,num_ground_truth
0.3,1.0000000000000007,0.9728997289972899,1.0,0.9422920957249187,170.1005149352517,369,359
0.5,1.0000000000000007,0.9835616438356164,1.0,0.9422920957249187,129.00873811132064,365,359
0.7,1.0000000000000007,0.9862637362637363,1.0,0.9422920957249187,93.26856116398463,364,359
